edad,trabajo,estado civil,educación,incumplimiento,saldo,vivienda,préstamo,contacto,día,mes,duración,campaña,días,anterior,resultado,y
59,self-employed,casado,terciaria,no,593,no,no,desconocido,13,may,64,2,-1,0,desconocido,no
37,technician,casado,secundaria,no,511,sí,no,desconocido,13,may,232,4,-1,0,desconocido,no
55,retired,casado,secundaria,no,493,sí,no,desconocido,13,may,647,7,-1,0,desconocido,no
53,retired,divorciado,terciaria,no,599,sí,no,desconocido,13,may,322,3,-1,0,desconocido,no
31,services,casado,secundaria,no,272,sí,no,desconocido,13,may,133,12,-1,0,desconocido,no
49,management,casado,terciaria,no,735,sí,no,desconocido,13,may,50,3,-1,0,desconocido,no
28,blue-collar,casado,primaria,no,15,sí,no,desconocido,13,may,87,2,-1,0,desconocido,no
47,blue-collar,casado,primaria,no,159,sí,no,desconocido,13,may,771,2,-1,0,desconocido,no
31,blue-collar,casado,primaria,no,651,sí,no,desconocido,13,may,241,2,-1,0,desconocido,no
49,housemaid,divorciado,primaria,no,198,sí,no,desconocido,13,may,205,3,-1,0,desconocido,no
59,blue-collar,casado,desconocido,no,-278,sí,no,desconocido,13,may,318,2,-1,0,desconocido,no
34,blue-collar,casado,secundaria,no,-100,sí,no,desconocido,13,may,109,9,-1,0,desconocido,no
43,admin.,casado,primaria,no,15,sí,no,desconocido,13,may,304,2,-1,0,desconocido,no
38,blue-collar,casado,primaria,no,0,no,no,desconocido,13,may,209,2,-1,0,desconocido,no
41,services,casado,secundaria,no,108,sí,sí,desconocido,13,may,83,7,-1,0,desconocido,no
44,blue-collar,casado,primaria,no,617,sí,no,desconocido,13,may,227,2,-1,0,desconocido,no
31,services,soltero,secundaria,no,516,sí,no,desconocido,13,may,271,2,-1,0,desconocido,no
35,blue-collar,casado,primaria,no,11,sí,no,desconocido,13,may,326,4,-1,0,desconocido,no
37,admin.,casado,secundaria,no,1026,sí,no,desconocido,13,may,389,2,-1,0,desconocido,no
58,admin.,casado,secundaria,no,3635,no,no,desconocido,13,may,273,2,-1,0,desconocido,no
24,blue-collar,casado,secundaria,no,32,no,no,desconocido,13,may,264,3,-1,0,desconocido,no
35,blue-collar,soltero,primaria,no,-123,sí,no,desconocido,13,may,1106,4,-1,0,desconocido,no
33,blue-collar,divorciado,secundaria,no,-238,sí,no,desconocido,13,may,73,2,-1,0,desconocido,no
40,entrepreneur,casado,terciaria,no,1089,sí,sí,desconocido,13,may,195,5,-1,0,desconocido,no
46,admin.,divorciado,terciaria,no,3749,sí,no,desconocido,13,may,69,19,-1,0,desconocido,no
41,blue-collar,casado,primaria,no,3140,sí,no,desconocido,13,may,87,9,-1,0,desconocido,no
33,blue-collar,casado,terciaria,no,221,sí,no,desconocido,13,may,122,7,-1,0,desconocido,no
35,blue-collar,divorciado,primaria,no,300,sí,no,desconocido,13,may,945,2,-1,0,desconocido,sí
57,retired,divorciado,primaria,no,515,sí,no,desconocido,13,may,288,2,-1,0,desconocido,no
40,technician,casado,primaria,no,819,sí,no,desconocido,13,may,50,3,-1,0,desconocido,no
36,blue-collar,casado,secundaria,no,722,sí,no,desconocido,13,may,816,3,-1,0,desconocido,no
47,management,divorciado,secundaria,no,3346,sí,sí,desconocido,13,may,284,2,-1,0,desconocido,no
50,blue-collar,casado,primaria,no,419,sí,no,desconocido,13,may,116,4,-1,0,desconocido,no
51,technician,casado,secundaria,no,330,sí,no,desconocido,13,may,72,4,-1,0,desconocido,no
41,management,divorciado,terciaria,no,1576,sí,no,desconocido,13,may,232,2,-1,0,desconocido,no
38,management,casado,terciaria,no,258,sí,no,desconocido,13,may,124,3,-1,0,desconocido,no
39,blue-collar,casado,primaria,no,317,sí,no,desconocido,13,may,326,3,-1,0,desconocido,no
25,services,soltero,secundaria,sí,57,sí,sí,desconocido,13,may,190,5,-1,0,desconocido,no
43,technician,casado,secundaria,no,3285,sí,no,desconocido,13,may,1721,2,-1,0,desconocido,sí
33,blue-collar,casado,secundaria,no,152,sí,no,desconocido,13,may,351,2,-1,0,desconocido,no
45,blue-collar,casado,secundaria,no,2429,sí,no,desconocido,13,may,171,2,-1,0,desconocido,no
58,desconocido,divorciado,secundaria,no,3111,sí,no,desconocido,13,may,166,2,-1,0,desconocido,no
57,blue-collar,casado,primaria,no,1352,sí,no,desconocido,13,may,104,2,-1,0,desconocido,no
27,unemployed,soltero,terciaria,no,37,sí,no,desconocido,13,may,163,3,-1,0,desconocido,no
25,technician,soltero,terciaria,no,640,sí,no,desconocido,13,may,492,2,-1,0,desconocido,no
38,blue-collar,casado,desconocido,no,113,no,no,desconocido,13,may,25,10,-1,0,desconocido,no
28,technician,soltero,secundaria,no,468,sí,no,desconocido,13,may,152,3,-1,0,desconocido,no
33,services,casado,secundaria,no,184,sí,no,desconocido,13,may,109,4,-1,0,desconocido,no
44,blue-collar,soltero,secundaria,no,633,sí,no,desconocido,13,may,1032,1,-1,0,desconocido,no
57,admin.,casado,secundaria,no,7,sí,no,desconocido,14,may,65,6,-1,0,desconocido,no
46,blue-collar,soltero,secundaria,no,57,sí,no,desconocido,14,may,194,4,-1,0,desconocido,no
57,technician,divorciado,secundaria,no,0,sí,no,desconocido,14,may,360,2,-1,0,desconocido,no
42,blue-collar,divorciado,primaria,no,419,sí,sí,desconocido,14,may,96,4,-1,0,desconocido,no
46,admin.,casado,secundaria,no,120,sí,no,desconocido,14,may,20,11,-1,0,desconocido,no
39,entrepreneur,casado,secundaria,no,580,sí,no,desconocido,14,may,323,4,-1,0,desconocido,no
27,blue-collar,casado,secundaria,no,362,sí,no,desconocido,14,may,332,2,-1,0,desconocido,no
42,management,casado,secundaria,no,43,sí,no,desconocido,14,may,735,8,-1,0,desconocido,no
58,admin.,casado,secundaria,no,749,sí,no,desconocido,14,may,151,2,-1,0,desconocido,no
42,admin.,soltero,secundaria,no,243,sí,no,desconocido,14,may,46,5,-1,0,desconocido,no
48,blue-collar,casado,primaria,no,9004,no,no,desconocido,14,may,158,3,-1,0,desconocido,no
57,services,soltero,secundaria,no,2236,sí,no,desconocido,14,may,73,2,-1,0,desconocido,no
52,admin.,soltero,secundaria,no,3348,sí,no,desconocido,14,may,407,4,-1,0,desconocido,no
54,blue-collar,divorciado,primaria,no,2062,sí,no,desconocido,14,may,438,2,-1,0,desconocido,no
55,retired,casado,secundaria,no,188,no,no,desconocido,14,may,139,2,-1,0,desconocido,no
46,blue-collar,casado,primaria,no,1483,sí,no,desconocido,14,may,174,3,-1,0,desconocido,no
48,entrepreneur,casado,desconocido,no,2550,sí,no,desconocido,14,may,175,3,-1,0,desconocido,no
25,admin.,soltero,secundaria,sí,53,sí,no,desconocido,14,may,313,4,-1,0,desconocido,no
38,management,divorciado,terciaria,no,547,sí,no,desconocido,14,may,137,4,-1,0,desconocido,no
46,retired,casado,primaria,no,1374,no,sí,desconocido,14,may,22,3,-1,0,desconocido,no
48,technician,casado,desconocido,no,67,sí,no,desconocido,14,may,328,4,-1,0,desconocido,no
43,blue-collar,casado,primaria,no,4998,sí,no,desconocido,14,may,93,4,-1,0,desconocido,no
52,technician,casado,secundaria,no,0,no,no,desconocido,14,may,97,2,-1,0,desconocido,no
27,blue-collar,soltero,secundaria,sí,-2,sí,sí,desconocido,14,may,123,5,-1,0,desconocido,no
29,blue-collar,casado,secundaria,no,23,sí,no,desconocido,14,may,219,4,-1,0,desconocido,no
49,admin.,casado,secundaria,no,512,sí,sí,desconocido,14,may,455,3,-1,0,desconocido,no
30,blue-collar,soltero,secundaria,sí,447,no,no,desconocido,14,may,103,6,-1,0,desconocido,no
50,admin.,casado,secundaria,no,1917,sí,no,desconocido,14,may,200,2,-1,0,desconocido,no
58,blue-collar,casado,desconocido,no,4871,sí,no,desconocido,14,may,133,2,-1,0,desconocido,no
44,blue-collar,casado,secundaria,no,326,sí,no,desconocido,14,may,35,2,-1,0,desconocido,no
52,technician,casado,secundaria,no,0,sí,sí,desconocido,14,may,77,2,-1,0,desconocido,no
44,entrepreneur,casado,secundaria,no,0,no,no,desconocido,14,may,211,2,-1,0,desconocido,no
27,blue-collar,soltero,secundaria,no,14,no,no,desconocido,14,may,72,2,-1,0,desconocido,no
35,technician,casado,secundaria,no,692,sí,sí,desconocido,14,may,133,2,-1,0,desconocido,no
31,blue-collar,casado,secundaria,no,369,sí,sí,desconocido,14,may,89,2,-1,0,desconocido,no
31,blue-collar,casado,primaria,no,591,sí,no,desconocido,14,may,287,3,-1,0,desconocido,no
52,housemaid,casado,secundaria,no,3923,sí,no,desconocido,14,may,942,3,-1,0,desconocido,sí
44,blue-collar,casado,secundaria,no,0,sí,no,desconocido,14,may,101,2,-1,0,desconocido,no
28,blue-collar,soltero,primaria,no,348,sí,sí,desconocido,14,may,305,3,-1,0,desconocido,no
41,technician,casado,secundaria,no,102,sí,sí,desconocido,14,may,387,9,-1,0,desconocido,no
54,technician,divorciado,secundaria,no,447,sí,no,desconocido,14,may,146,4,-1,0,desconocido,no
46,blue-collar,casado,secundaria,no,2121,sí,no,desconocido,14,may,160,1,-1,0,desconocido,no
48,blue-collar,casado,primaria,no,5154,sí,no,desconocido,14,may,70,1,-1,0,desconocido,no
31,admin.,casado,secundaria,no,393,sí,no,desconocido,14,may,466,1,-1,0,desconocido,no
42,services,casado,primaria,no,5879,sí,no,desconocido,14,may,162,1,-1,0,desconocido,no
40,blue-collar,casado,secundaria,no,-31,sí,no,desconocido,14,may,117,4,-1,0,desconocido,no
56,self-employed,casado,terciaria,no,871,sí,no,desconocido,14,may,381,1,-1,0,desconocido,no
45,management,casado,terciaria,no,37378,sí,no,desconocido,14,may,167,1,-1,0,desconocido,no
53,technician,divorciado,primaria,no,1443,sí,no,desconocido,14,may,476,1,-1,0,desconocido,sí
31,admin.,casado,secundaria,no,752,sí,no,desconocido,14,may,178,1,-1,0,desconocido,no
42,management,casado,terciaria,no,1093,sí,no,desconocido,14,may,260,1,-1,0,desconocido,no
51,technician,casado,desconocido,no,573,sí,sí,desconocido,14,may,231,1,-1,0,desconocido,no
52,management,casado,terciaria,no,258,no,no,desconocido,14,may,188,1,-1,0,desconocido,no
48,management,casado,primaria,no,247,sí,sí,desconocido,14,may,145,1,-1,0,desconocido,no
28,management,soltero,terciaria,no,202,sí,no,desconocido,14,may,163,3,-1,0,desconocido,no
34,technician,soltero,secundaria,no,302,sí,no,desconocido,14,may,282,1,-1,0,desconocido,no
50,admin.,casado,secundaria,no,736,sí,no,desconocido,14,may,74,1,-1,0,desconocido,no
46,blue-collar,casado,primaria,no,0,sí,no,desconocido,14,may,73,1,-1,0,desconocido,no
54,blue-collar,casado,secundaria,no,532,sí,no,desconocido,14,may,220,1,-1,0,desconocido,no
43,technician,divorciado,secundaria,no,0,no,no,desconocido,14,may,333,1,-1,0,desconocido,no
55,blue-collar,divorciado,secundaria,no,7378,no,no,desconocido,14,may,316,3,-1,0,desconocido,no
47,blue-collar,casado,primaria,no,4666,no,no,desconocido,14,may,451,3,-1,0,desconocido,no
43,entrepreneur,casado,secundaria,no,1516,sí,no,desconocido,14,may,318,1,-1,0,desconocido,no
45,technician,casado,secundaria,no,0,sí,sí,desconocido,14,may,246,2,-1,0,desconocido,no
46,blue-collar,casado,secundaria,no,6085,sí,sí,desconocido,14,may,311,2,-1,0,desconocido,no
39,technician,casado,secundaria,sí,-183,sí,no,desconocido,14,may,202,2,-1,0,desconocido,no
26,student,soltero,secundaria,no,91,sí,no,desconocido,14,may,174,2,-1,0,desconocido,no
40,blue-collar,casado,secundaria,no,30,sí,no,desconocido,14,may,168,3,-1,0,desconocido,no
48,blue-collar,divorciado,primaria,no,24,sí,no,desconocido,14,may,832,1,-1,0,desconocido,sí
53,technician,divorciado,secundaria,no,522,sí,no,desconocido,14,may,230,1,-1,0,desconocido,no
40,technician,casado,secundaria,no,770,sí,no,desconocido,14,may,200,1,-1,0,desconocido,no
54,blue-collar,casado,secundaria,no,1288,sí,no,desconocido,14,may,170,1,-1,0,desconocido,no
46,technician,casado,secundaria,no,1029,sí,no,desconocido,14,may,142,1,-1,0,desconocido,no
47,technician,divorciado,secundaria,no,4135,sí,no,desconocido,14,may,283,8,-1,0,desconocido,no
50,blue-collar,divorciado,secundaria,no,204,sí,sí,desconocido,14,may,421,1,-1,0,desconocido,no
59,retired,divorciado,primaria,no,1534,sí,no,desconocido,14,may,278,1,-1,0,desconocido,no
44,services,soltero,secundaria,no,0,sí,no,desconocido,14,may,179,1,-1,0,desconocido,no
42,management,casado,terciaria,no,877,sí,no,desconocido,14,may,238,1,-1,0,desconocido,no
52,management,casado,secundaria,no,478,sí,no,desconocido,14,may,110,2,-1,0,desconocido,no
30,management,soltero,terciaria,no,1130,sí,no,desconocido,14,may,138,3,-1,0,desconocido,no
46,blue-collar,soltero,secundaria,no,2401,sí,no,desconocido,14,may,218,2,-1,0,desconocido,no
45,management,casado,terciaria,no,740,sí,no,desconocido,14,may,158,2,-1,0,desconocido,no
29,admin.,soltero,secundaria,no,993,no,no,desconocido,14,may,105,1,-1,0,desconocido,no
53,blue-collar,casado,primaria,no,896,sí,no,desconocido,14,may,106,1,-1,0,desconocido,no
55,admin.,casado,secundaria,no,332,sí,no,desconocido,14,may,217,1,-1,0,desconocido,no
45,management,soltero,terciaria,no,1088,no,no,desconocido,14,may,132,1,-1,0,desconocido,no
35,technician,casado,secundaria,no,51,sí,no,desconocido,14,may,824,2,-1,0,desconocido,no
52,blue-collar,soltero,secundaria,no,1541,sí,no,desconocido,14,may,243,1,-1,0,desconocido,no
40,management,casado,terciaria,no,413,sí,no,desconocido,14,may,150,1,-1,0,desconocido,no
42,admin.,casado,secundaria,no,2656,sí,no,desconocido,14,may,238,1,-1,0,desconocido,no
41,blue-collar,soltero,primaria,no,1618,sí,no,desconocido,14,may,1553,1,-1,0,desconocido,sí
42,admin.,divorciado,secundaria,no,146,sí,no,desconocido,14,may,148,2,-1,0,desconocido,no
40,admin.,casado,secundaria,no,153,sí,no,desconocido,14,may,159,2,-1,0,desconocido,no
41,services,casado,secundaria,no,4505,sí,no,desconocido,14,may,108,2,-1,0,desconocido,no
57,management,casado,terciaria,no,0,sí,no,desconocido,14,may,124,1,-1,0,desconocido,no
45,admin.,casado,secundaria,no,520,sí,no,desconocido,14,may,452,1,-1,0,desconocido,no
47,management,casado,primaria,no,4151,sí,no,desconocido,14,may,114,1,-1,0,desconocido,no
40,unemployed,casado,secundaria,no,3382,sí,no,desconocido,14,may,125,1,-1,0,desconocido,no
33,technician,soltero,secundaria,no,261,sí,no,desconocido,14,may,622,1,-1,0,desconocido,no
49,entrepreneur,casado,secundaria,no,1160,sí,no,desconocido,14,may,153,1,-1,0,desconocido,no
39,management,divorciado,terciaria,no,517,sí,sí,desconocido,14,may,1328,1,-1,0,desconocido,sí
50,services,casado,secundaria,no,2956,sí,no,desconocido,14,may,686,1,-1,0,desconocido,no
60,retired,divorciado,primaria,no,1327,sí,sí,desconocido,14,may,80,1,-1,0,desconocido,no
53,technician,casado,secundaria,no,8417,sí,no,desconocido,14,may,435,1,-1,0,desconocido,no
58,retired,casado,secundaria,no,-172,sí,no,desconocido,14,may,300,1,-1,0,desconocido,no
52,services,casado,secundaria,no,2257,sí,no,desconocido,14,may,203,1,-1,0,desconocido,no
42,admin.,soltero,secundaria,no,277,sí,no,desconocido,14,may,121,1,-1,0,desconocido,no
42,blue-collar,casado,secundaria,no,902,sí,no,desconocido,14,may,71,1,-1,0,desconocido,no
43,technician,casado,secundaria,no,212,sí,no,desconocido,14,may,78,1,-1,0,desconocido,no
51,admin.,casado,secundaria,no,513,sí,no,desconocido,14,may,534,1,-1,0,desconocido,no
53,desconocido,divorciado,terciaria,no,2272,sí,no,desconocido,14,may,243,1,-1,0,desconocido,no
53,technician,casado,secundaria,no,719,sí,no,desconocido,14,may,230,1,-1,0,desconocido,no
42,management,casado,terciaria,no,1,no,no,desconocido,14,may,253,1,-1,0,desconocido,no
40,technician,casado,secundaria,no,503,sí,no,desconocido,14,may,127,3,-1,0,desconocido,no
59,retired,casado,secundaria,no,1521,sí,sí,desconocido,14,may,1125,2,-1,0,desconocido,sí
59,retired,casado,secundaria,no,2516,sí,sí,desconocido,14,may,282,1,-1,0,desconocido,no
48,housemaid,casado,terciaria,no,468,sí,no,desconocido,14,may,220,1,-1,0,desconocido,no
25,desconocido,soltero,desconocido,no,329,sí,no,desconocido,14,may,158,2,-1,0,desconocido,no
59,blue-collar,casado,primaria,no,259,sí,sí,desconocido,14,may,267,2,-1,0,desconocido,no
49,unemployed,casado,secundaria,no,769,sí,no,desconocido,14,may,257,1,-1,0,desconocido,no
42,management,casado,terciaria,no,-700,sí,no,desconocido,14,may,110,1,-1,0,desconocido,no
37,blue-collar,casado,secundaria,no,15801,sí,no,desconocido,14,may,456,9,-1,0,desconocido,no
40,blue-collar,casado,primaria,no,7831,sí,no,desconocido,14,may,78,1,-1,0,desconocido,no
31,management,casado,terciaria,no,0,no,no,desconocido,14,may,298,1,-1,0,desconocido,no
41,blue-collar,casado,secundaria,no,-68,sí,no,desconocido,14,may,429,2,-1,0,desconocido,no
60,technician,casado,secundaria,no,2639,sí,no,desconocido,14,may,483,2,-1,0,desconocido,no
42,admin.,divorciado,secundaria,no,1076,sí,no,desconocido,14,may,213,1,-1,0,desconocido,no
48,blue-collar,casado,primaria,no,584,sí,no,desconocido,14,may,51,1,-1,0,desconocido,no
43,blue-collar,casado,secundaria,no,2706,sí,sí,desconocido,14,may,44,1,-1,0,desconocido,no
47,blue-collar,casado,primaria,no,1294,sí,no,desconocido,14,may,164,2,-1,0,desconocido,no
40,self-employed,casado,primaria,no,771,sí,no,desconocido,14,may,166,1,-1,0,desconocido,no
55,unemployed,divorciado,secundaria,no,283,sí,sí,desconocido,14,may,220,2,-1,0,desconocido,no
51,management,divorciado,terciaria,no,482,sí,no,desconocido,14,may,178,1,-1,0,desconocido,no
54,management,casado,terciaria,no,11,no,no,desconocido,14,may,452,2,-1,0,desconocido,no
41,blue-collar,casado,secundaria,no,2823,sí,no,desconocido,14,may,858,1,-1,0,desconocido,sí
41,blue-collar,casado,secundaria,no,338,sí,no,desconocido,14,may,87,1,-1,0,desconocido,no
53,blue-collar,casado,secundaria,no,5700,sí,no,desconocido,14,may,97,1,-1,0,desconocido,no
46,admin.,casado,secundaria,no,3028,sí,sí,desconocido,14,may,116,1,-1,0,desconocido,no
45,entrepreneur,casado,primaria,no,2418,sí,no,desconocido,14,may,120,1,-1,0,desconocido,no
48,blue-collar,casado,secundaria,no,1405,sí,no,desconocido,14,may,629,2,-1,0,desconocido,sí
44,services,soltero,secundaria,no,0,sí,no,desconocido,14,may,198,1,-1,0,desconocido,no
47,blue-collar,casado,secundaria,no,2775,no,no,desconocido,14,may,262,1,-1,0,desconocido,no
49,blue-collar,casado,secundaria,no,611,sí,sí,desconocido,14,may,179,1,-1,0,desconocido,no
41,blue-collar,casado,primaria,no,1654,sí,no,desconocido,14,may,35,1,-1,0,desconocido,no
54,blue-collar,casado,primaria,no,1691,sí,no,desconocido,14,may,156,1,-1,0,desconocido,no
48,technician,casado,secundaria,no,427,no,no,desconocido,14,may,201,1,-1,0,desconocido,no
30,blue-collar,casado,secundaria,no,938,sí,no,desconocido,14,may,159,1,-1,0,desconocido,no
45,blue-collar,casado,primaria,no,626,sí,no,desconocido,14,may,68,1,-1,0,desconocido,no
40,blue-collar,casado,desconocido,no,874,no,no,desconocido,14,may,75,1,-1,0,desconocido,no
42,blue-collar,soltero,secundaria,no,24,no,no,desconocido,14,may,229,1,-1,0,desconocido,no
48,technician,casado,secundaria,no,7373,sí,no,desconocido,14,may,126,1,-1,0,desconocido,no
40,admin.,casado,secundaria,no,1535,sí,no,desconocido,14,may,704,1,-1,0,desconocido,sí
47,blue-collar,casado,primaria,no,2,sí,sí,desconocido,14,may,164,1,-1,0,desconocido,no
47,admin.,casado,secundaria,no,829,sí,sí,desconocido,14,may,339,1,-1,0,desconocido,no
33,blue-collar,soltero,secundaria,no,164,sí,no,desconocido,14,may,461,1,-1,0,desconocido,no
54,blue-collar,casado,secundaria,no,1765,sí,no,desconocido,14,may,188,1,-1,0,desconocido,no
46,blue-collar,casado,secundaria,no,1733,sí,no,desconocido,14,may,546,1,-1,0,desconocido,no
53,retired,casado,primaria,no,383,sí,no,desconocido,14,may,171,1,-1,0,desconocido,no
25,technician,soltero,terciaria,no,777,sí,no,desconocido,14,may,351,1,-1,0,desconocido,no
50,management,casado,secundaria,no,0,sí,no,desconocido,14,may,94,4,-1,0,desconocido,no
40,blue-collar,casado,secundaria,no,1522,sí,sí,desconocido,14,may,168,2,-1,0,desconocido,no
53,management,casado,terciaria,no,4446,sí,no,desconocido,14,may,429,1,-1,0,desconocido,no
41,blue-collar,casado,secundaria,no,923,sí,no,desconocido,14,may,249,2,-1,0,desconocido,no
41,admin.,casado,secundaria,no,1309,sí,no,desconocido,14,may,568,1,-1,0,desconocido,no
42,management,casado,terciaria,no,1340,sí,no,desconocido,14,may,299,1,-1,0,desconocido,no
47,management,casado,terciaria,no,3158,sí,no,desconocido,14,may,282,1,-1,0,desconocido,no
48,blue-collar,casado,secundaria,no,1596,sí,no,desconocido,14,may,760,1,-1,0,desconocido,sí
43,blue-collar,casado,primaria,no,887,sí,no,desconocido,14,may,211,1,-1,0,desconocido,no
55,management,casado,terciaria,no,23189,sí,no,desconocido,14,may,77,1,-1,0,desconocido,no
40,admin.,casado,secundaria,no,1010,sí,no,desconocido,14,may,283,1,-1,0,desconocido,no
45,blue-collar,casado,primaria,no,246,sí,no,desconocido,14,may,263,1,-1,0,desconocido,no
54,retired,casado,secundaria,no,918,sí,no,desconocido,14,may,189,1,-1,0,desconocido,no
46,blue-collar,casado,primaria,no,1429,sí,no,desconocido,14,may,91,1,-1,0,desconocido,no
57,retired,divorciado,primaria,no,2439,sí,no,desconocido,14,may,32,1,-1,0,desconocido,no
49,entrepreneur,casado,secundaria,no,348,sí,no,desconocido,14,may,139,2,-1,0,desconocido,no
49,admin.,casado,secundaria,no,387,sí,no,desconocido,14,may,347,1,-1,0,desconocido,no
41,blue-collar,soltero,primaria,no,22,sí,no,desconocido,14,may,152,1,-1,0,desconocido,no
42,self-employed,casado,primaria,no,3641,sí,no,desconocido,14,may,869,1,-1,0,desconocido,no
42,management,soltero,secundaria,no,2535,sí,no,desconocido,14,may,339,1,-1,0,desconocido,no
49,technician,casado,primaria,no,1878,sí,no,desconocido,14,may,267,1,-1,0,desconocido,no
42,blue-collar,casado,secundaria,no,3,sí,no,desconocido,14,may,34,1,-1,0,desconocido,no
34,unemployed,soltero,secundaria,no,9,sí,no,desconocido,14,may,153,2,-1,0,desconocido,no
47,blue-collar,casado,primaria,no,502,sí,no,desconocido,14,may,28,2,-1,0,desconocido,no
41,admin.,casado,secundaria,no,3634,sí,no,desconocido,14,may,216,1,-1,0,desconocido,no
45,technician,casado,secundaria,no,3395,sí,no,desconocido,14,may,215,1,-1,0,desconocido,no
33,admin.,soltero,secundaria,no,673,sí,no,desconocido,14,may,199,2,-1,0,desconocido,no
53,blue-collar,casado,primaria,no,600,sí,no,desconocido,14,may,139,1,-1,0,desconocido,no
43,unemployed,soltero,primaria,no,698,sí,no,desconocido,14,may,322,1,-1,0,desconocido,no
40,blue-collar,divorciado,secundaria,no,2540,sí,no,desconocido,14,may,189,1,-1,0,desconocido,no
34,blue-collar,casado,primaria,no,357,sí,no,desconocido,14,may,197,2,-1,0,desconocido,no
40,technician,casado,secundaria,no,782,sí,no,desconocido,14,may,224,2,-1,0,desconocido,no
41,blue-collar,casado,primaria,no,2097,sí,no,desconocido,14,may,160,1,-1,0,desconocido,no
44,blue-collar,soltero,desconocido,no,-101,sí,no,desconocido,14,may,143,1,-1,0,desconocido,no
57,admin.,divorciado,primaria,no,628,sí,sí,desconocido,14,may,191,1,-1,0,desconocido,no
42,technician,casado,secundaria,no,0,sí,no,desconocido,14,may,833,1,-1,0,desconocido,no
57,services,casado,secundaria,no,6874,sí,no,desconocido,14,may,356,1,-1,0,desconocido,no
43,blue-collar,divorciado,secundaria,no,16,sí,no,desconocido,14,may,485,2,-1,0,desconocido,no
45,blue-collar,casado,primaria,no,1691,sí,no,desconocido,14,may,57,1,-1,0,desconocido,no
60,retired,casado,primaria,no,1542,sí,no,desconocido,14,may,930,1,-1,0,desconocido,sí
41,blue-collar,casado,desconocido,no,1057,sí,no,desconocido,14,may,247,2,-1,0,desconocido,no
49,blue-collar,casado,primaria,no,11317,sí,no,desconocido,14,may,208,1,-1,0,desconocido,no
42,admin.,casado,secundaria,sí,-1300,no,no,desconocido,14,may,89,1,-1,0,desconocido,no
41,services,casado,primaria,no,299,sí,no,desconocido,14,may,72,1,-1,0,desconocido,no
33,technician,soltero,secundaria,no,189,sí,no,desconocido,14,may,260,1,-1,0,desconocido,no
56,blue-collar,casado,secundaria,no,1412,sí,no,desconocido,14,may,129,1,-1,0,desconocido,no
49,blue-collar,casado,primaria,no,0,sí,no,desconocido,14,may,151,2,-1,0,desconocido,no
41,blue-collar,casado,secundaria,no,235,sí,no,desconocido,14,may,181,1,-1,0,desconocido,no
48,management,casado,terciaria,no,20718,sí,no,desconocido,14,may,125,1,-1,0,desconocido,no
41,technician,casado,secundaria,no,1043,sí,sí,desconocido,14,may,225,1,-1,0,desconocido,no
41,services,casado,secundaria,no,890,sí,no,desconocido,14,may,829,1,-1,0,desconocido,no
30,technician,soltero,secundaria,no,768,no,sí,desconocido,14,may,749,2,-1,0,desconocido,no
52,entrepreneur,casado,terciaria,no,618,sí,sí,desconocido,14,may,166,2,-1,0,desconocido,no
40,blue-collar,casado,secundaria,no,1313,no,no,desconocido,14,may,87,1,-1,0,desconocido,no
60,retired,casado,secundaria,no,3932,sí,no,desconocido,14,may,407,2,-1,0,desconocido,no
28,management,soltero,terciaria,no,334,sí,no,desconocido,14,may,438,4,-1,0,desconocido,no
44,self-employed,divorciado,secundaria,no,80,sí,sí,desconocido,14,may,387,2,-1,0,desconocido,no
44,technician,soltero,secundaria,no,-27,sí,sí,desconocido,14,may,100,3,-1,0,desconocido,no
32,blue-collar,soltero,secundaria,no,2285,sí,no,desconocido,14,may,413,2,-1,0,desconocido,no
53,management,casado,terciaria,no,193,no,no,desconocido,14,may,521,2,-1,0,desconocido,no
41,services,divorciado,secundaria,sí,-198,no,sí,desconocido,14,may,133,1,-1,0,desconocido,no
57,retired,casado,terciaria,no,1180,sí,sí,desconocido,14,may,191,2,-1,0,desconocido,no
42,blue-collar,casado,primaria,no,505,sí,no,desconocido,14,may,521,2,-1,0,desconocido,no
31,management,casado,secundaria,no,6943,sí,no,desconocido,14,may,109,1,-1,0,desconocido,no
46,blue-collar,casado,secundaria,no,243,sí,sí,desconocido,14,may,345,2,-1,0,desconocido,no
40,technician,soltero,desconocido,no,3652,sí,no,desconocido,14,may,1028,2,-1,0,desconocido,sí
46,technician,divorciado,secundaria,no,3455,sí,no,desconocido,14,may,566,2,-1,0,desconocido,no
55,self-employed,soltero,secundaria,no,2607,sí,no,desconocido,14,may,38,1,-1,0,desconocido,no
52,blue-collar,soltero,primaria,no,2024,sí,no,desconocido,14,may,314,1,-1,0,desconocido,no
50,management,casado,secundaria,no,0,sí,no,desconocido,14,may,214,1,-1,0,desconocido,no
57,retired,casado,secundaria,no,-222,no,no,desconocido,14,may,248,2,-1,0,desconocido,no
28,blue-collar,casado,secundaria,no,1238,sí,no,desconocido,14,may,246,1,-1,0,desconocido,no
46,blue-collar,casado,secundaria,no,33,sí,no,desconocido,14,may,136,8,-1,0,desconocido,no
40,admin.,divorciado,secundaria,no,1000,sí,no,desconocido,14,may,98,1,-1,0,desconocido,no
56,blue-collar,casado,secundaria,no,881,sí,no,desconocido,14,may,225,2,-1,0,desconocido,no
